amp,mu_0,mu_1,mu_2,mu_3,Sigma_0_0,Sigma_0_1,Sigma_0_2,Sigma_0_3,Sigma_1_0,Sigma_1_1,Sigma_1_2,Sigma_1_3,Sigma_2_0,Sigma_2_1,Sigma_2_2,Sigma_2_3,Sigma_3_0,Sigma_3_1,Sigma_3_2,Sigma_3_3
4.244857653975486755e-02,1.822282910346984863e+00,1.035592555999755859e+00,6.838575744628906250e+01,4.543664550781250000e+02,2.077590906992554665e-03,-1.048788195475935936e-03,-3.673092424869537354e-01,1.551257371902465820e+00,-1.048788195475935936e-03,5.309405969455838203e-04,1.758118271827697754e-01,-7.674071788787841797e-01,-3.673092424869537354e-01,1.758118271827697754e-01,1.879759277343750000e+03,-7.007637695312500000e+03,1.551257371902465820e+00,-7.674071788787841797e-01,-7.007637695312500000e+03,8.949808593750000000e+04
3.416341543197631836e-02,1.533253192901611328e+00,1.216203689575195312e+00,3.113481445312500000e+02,7.690264892578125000e+01,2.304704627022147179e-03,-1.745304209180176258e-03,-1.247021079063415527e+00,2.317229211330413818e-01,-1.745304209180176258e-03,1.329021295532584190e-03,9.092105627059936523e-01,-1.484427750110626221e-01,-1.247021079063415527e+00,9.092105627059936523e-01,1.983750195312500000e+04,-1.374611083984375000e+03,2.317229211330413818e-01,-1.484427750110626221e-01,-1.374611083984375000e+03,1.865426879882812500e+03
2.867351984605193138e-03,1.898773789405822754e+00,1.003133654594421387e+00,3.470129699707031250e+02,1.052711914062500000e+03,9.141261689364910126e-04,-4.861325724050402641e-04,-9.795577526092529297e-01,7.071423530578613281e+00,-4.861325724050402641e-04,2.674242423381656408e-04,4.449388682842254639e-01,-3.311746358871459961e+00,-9.795577526092529297e-01,4.449388682842254639e-01,5.451395507812500000e+03,-2.597553515625000000e+04,7.071423530578613281e+00,-3.311746358871459961e+00,-2.597553515625000000e+04,1.458882343750000000e+05
3.514875099062919617e-02,1.398093104362487793e+00,1.327599406242370605e+00,4.943528442382812500e+02,5.657727050781250000e+02,4.179933748673647642e-04,-3.975299478042870760e-04,5.885362625122070312e-01,-3.364547491073608398e-01,-3.975299478042870760e-04,3.798500110860913992e-04,-5.247260928153991699e-01,3.844887614250183105e-01,5.885362625122070312e-01,-5.247260928153991699e-01,7.538057031250000000e+04,1.512426367187500000e+04,-3.364547491073608398e-01,3.844887614250183105e-01,1.512426367187500000e+04,9.145337500000000000e+04
3.101989394053816795e-03,1.694965004920959473e+00,1.108950495719909668e+00,1.033450195312500000e+03,7.295053710937500000e+02,2.957135904580354691e-03,-1.740036299452185631e-03,4.748778343200683594e+00,-1.025629615783691406e+01,-1.740036299452185631e-03,1.030336017720401287e-03,-2.747170925140380859e+00,5.822880744934082031e+00,4.748778343200683594e+00,-2.747170925140380859e+00,2.409035156250000000e+04,-3.208391406250000000e+04,-1.025629615783691406e+01,5.822880744934082031e+00,-3.208391406250000000e+04,8.100633593750000000e+04
2.872151322662830353e-02,1.450870037078857422e+00,1.288733839988708496e+00,5.197705078125000000e+02,9.611290893554687500e+02,2.760750940069556236e-03,-2.397468546405434608e-03,1.295395016670227051e+00,-2.131895303726196289e+00,-2.397468546405434608e-03,2.094782656058669090e-03,-1.278236389160156250e+00,1.581619858741760254e+00,1.295395016670227051e+00,-1.278236389160156250e+00,7.737331250000000000e+04,-5.488223437500000000e+04,-2.131895303726196289e+00,1.581619858741760254e+00,-5.488223437500000000e+04,3.034170937500000000e+05
1.451259246096014977e-03,1.597376108169555664e+00,1.170395374298095703e+00,9.911754760742187500e+02,5.044860839843750000e+01,8.541361894458532333e-04,-6.497619906440377235e-04,-5.048629045486450195e-01,2.123752683401107788e-01,-6.497619906440377235e-04,4.990815068595111370e-04,4.033777415752410889e-01,-1.403950452804565430e-01,-5.048629045486450195e-01,4.033777415752410889e-01,6.765700683593750000e+02,-1.689762725830078125e+02,2.123752683401107788e-01,-1.403950452804565430e-01,-1.689762725830078125e+02,1.627013305664062500e+03
3.418018342927098274e-03,1.562792062759399414e+00,1.195785999298095703e+00,2.047938079833984375e+02,3.744006835937500000e+03,3.327607642859220505e-03,-2.396195428445935249e-03,3.105221986770629883e-01,2.095402145385742188e+01,-2.396195428445935249e-03,1.732770702801644802e-03,-2.259792387485504150e-01,-1.527959442138671875e+01,3.105221986770629883e-01,-2.259792387485504150e-01,1.750873632812500000e+04,-2.885282812500000000e+04,2.095402145385742188e+01,-1.527959442138671875e+01,-2.885282812500000000e+04,2.510681875000000000e+05
3.188059106469154358e-02,1.582373023033142090e+00,1.181558012962341309e+00,4.053146972656250000e+02,1.070613647460937500e+03,9.611220448277890682e-04,-7.060531061142683029e-04,4.715438485145568848e-01,2.467043161392211914e+00,-7.060531061142683029e-04,5.297364550642669201e-04,-1.365826129913330078e-01,-2.000749826431274414e+00,4.715438485145568848e-01,-1.365826129913330078e-01,3.170489062500000000e+04,-6.059467187500000000e+04,2.467043161392211914e+00,-2.000749826431274414e+00,-6.059467187500000000e+04,2.787269687500000000e+05
4.051718860864639282e-02,1.403329491615295410e+00,1.325148701667785645e+00,1.719429168701171875e+02,1.008175964355468750e+03,5.825156113132834435e-04,-5.534196388907730579e-04,-3.233906030654907227e-01,1.496245145797729492e+00,-5.534196388907730579e-04,5.339113995432853699e-04,3.293952941894531250e-01,-1.729703426361083984e+00,-3.233906030654907227e-01,3.293952941894531250e-01,1.373197949218750000e+04,-2.970682617187500000e+03,1.496245145797729492e+00,-1.729703426361083984e+00,-2.970682617187500000e+03,1.656980312500000000e+05
