amp,mu_0,mu_1,mu_2,mu_3,Sigma_0_0,Sigma_0_1,Sigma_0_2,Sigma_0_3,Sigma_1_0,Sigma_1_1,Sigma_1_2,Sigma_1_3,Sigma_2_0,Sigma_2_1,Sigma_2_2,Sigma_2_3,Sigma_3_0,Sigma_3_1,Sigma_3_2,Sigma_3_3
7.828798145055770874e-02,1.499425888061523438e+00,1.243059873580932617e+00,4.295164794921875000e+02,8.201264038085937500e+02,1.213732874020934105e-03,-9.505680063739418983e-04,4.874661862850189209e-01,4.585717618465423584e-01,-9.505680063739418983e-04,7.535508484579622746e-04,-3.846380710601806641e-01,-2.355391681194305420e-01,4.874661862850189209e-01,-3.846380710601806641e-01,4.585930859375000000e+04,-4.446117187500000000e+04,4.585717618465423584e-01,-2.355391681194305420e-01,-4.446117187500000000e+04,2.125773593750000000e+05
6.110777030698955059e-05,2.125516891479492188e+00,9.068919420242309570e-01,-5.881652832031250000e+00,3.445873291015625000e+03,2.957893768325448036e-03,-3.430846845731139183e-04,-6.055780649185180664e-01,-7.037346363067626953e-01,-3.430846845731139183e-04,3.352253697812557220e-04,1.887013465166091919e-01,3.308145403861999512e-01,-6.055780649185180664e-01,1.887013465166091919e-01,1.416955078125000000e+03,5.360091552734375000e+02,-7.037346363067626953e-01,3.308145403861999512e-01,5.360091552734375000e+02,5.188760546875000000e+04
2.484149858355522156e-02,2.128717422485351562e+00,9.062265157699584961e-01,3.670147705078125000e+01,3.273793640136718750e+02,5.307627376168966293e-03,-1.897976500913500786e-03,1.073247864842414856e-01,-4.598337173461914062e+00,-1.897976500913500786e-03,6.814902881160378456e-04,-4.560211300849914551e-02,1.686823368072509766e+00,1.073247864842414856e-01,-4.560211300849914551e-02,5.264113769531250000e+02,-6.528282470703125000e+02,-4.598337173461914062e+00,1.686823368072509766e+00,-6.528282470703125000e+02,4.868535156250000000e+04
3.686954826116561890e-02,1.595834732055664062e+00,1.171461462974548340e+00,5.689416503906250000e+02,2.159711303710937500e+02,1.964221708476543427e-03,-1.343188341706991196e-03,-2.751697778701782227e+00,-4.972453117370605469e-01,-1.343188341706991196e-03,9.242554078809916973e-04,1.814639329910278320e+00,3.303267359733581543e-01,-2.751697778701782227e+00,1.814639329910278320e+00,6.998053125000000000e+04,-7.947181396484375000e+02,-4.972453117370605469e-01,3.303267359733581543e-01,-7.947181396484375000e+02,1.933478515625000000e+04
1.154298055917024612e-02,2.249547004699707031e+00,8.664367198944091797e-01,7.545271301269531250e+01,1.926591552734375000e+03,8.719614706933498383e-03,-2.650322159752249718e-03,-1.316522359848022461e+00,-1.397959232330322266e+01,-2.650322159752249718e-03,8.155165123753249645e-04,3.800585865974426270e-01,4.134733676910400391e+00,-1.316522359848022461e+00,3.800585865974426270e-01,2.487453369140625000e+03,-1.778346484375000000e+04,-1.397959232330322266e+01,4.134733676910400391e+00,-1.778346484375000000e+04,1.311342250000000000e+06
4.408288747072219849e-02,1.601759076118469238e+00,1.168418765068054199e+00,1.345272521972656250e+02,1.342579101562500000e+03,2.148133004084229469e-03,-1.476115779951214790e-03,1.667991876602172852e-01,2.434298038482666016e+00,-1.476115779951214790e-03,1.019947696477174759e-03,-9.995625913143157959e-02,-1.462844371795654297e+00,1.667991876602172852e-01,-9.995625913143157959e-02,7.206328125000000000e+03,-1.846958007812500000e+04,2.434298038482666016e+00,-1.462844371795654297e+00,-1.846958007812500000e+04,3.176918437500000000e+05
3.399946168065071106e-02,1.417001128196716309e+00,1.311280131340026855e+00,2.702145690917968750e+02,1.619553833007812500e+02,8.826532866805791855e-04,-7.995349587872624397e-04,-1.981101334095001221e-01,1.370006352663040161e-01,-7.995349587872624397e-04,7.269560592249035835e-04,1.924954950809478760e-01,-1.422829777002334595e-01,-1.981101334095001221e-01,1.924954950809478760e-01,1.714079687500000000e+04,-5.990450195312500000e+03,1.370006352663040161e-01,-1.422829777002334595e-01,-5.990450195312500000e+03,9.973980468750000000e+03
4.153426736593246460e-02,1.833033919334411621e+00,1.031759738922119141e+00,2.104601593017578125e+02,1.274243286132812500e+03,2.069427398964762688e-03,-1.022294862195849419e-03,8.935002684593200684e-01,-4.542022347450256348e-01,-1.022294862195849419e-03,5.108164623379707336e-04,-4.326868355274200439e-01,1.027290523052215576e-01,8.935002684593200684e-01,-4.326868355274200439e-01,1.774058007812500000e+04,-5.335037500000000000e+04,-4.542022347450256348e-01,1.027290523052215576e-01,-5.335037500000000000e+04,6.675945625000000000e+05
4.212582483887672424e-02,1.663187980651855469e+00,1.130234122276306152e+00,3.582464599609375000e+02,7.578177490234375000e+02,2.894673962146043777e-03,-1.802004175260663033e-03,-3.875183343887329102e+00,3.948803618550300598e-02,-1.802004175260663033e-03,1.134020159952342510e-03,2.190380096435546875e+00,-5.699099302291870117e-01,-3.875183343887329102e+00,2.190380096435546875e+00,3.030769140625000000e+04,2.647966015625000000e+04,3.948803618550300598e-02,-5.699099302291870117e-01,2.647966015625000000e+04,1.571480156250000000e+05
1.867464161477982998e-03,1.533093452453613281e+00,1.221372365951538086e+00,1.205841796875000000e+03,1.282206298828125000e+03,6.644291803240776062e-03,-5.083411931991577148e-03,-3.629789650440216064e-01,-2.167442131042480469e+01,-5.083411931991577148e-03,3.918441478163003922e-03,6.520670056343078613e-01,1.525658035278320312e+01,-3.629789650440216064e-01,6.520670056343078613e-01,7.951935937500000000e+04,-3.426573242187500000e+03,-2.167442131042480469e+01,1.525658035278320312e+01,-3.426573242187500000e+03,1.483430625000000000e+05
