amp,mu_0,mu_1,mu_2,mu_3,Sigma_0_0,Sigma_0_1,Sigma_0_2,Sigma_0_3,Sigma_1_0,Sigma_1_1,Sigma_1_2,Sigma_1_3,Sigma_2_0,Sigma_2_1,Sigma_2_2,Sigma_2_3,Sigma_3_0,Sigma_3_1,Sigma_3_2,Sigma_3_3
2.007933147251605988e-02,1.812710285186767578e+00,1.505301356315612793e+00,1.838297973632812500e+03,8.957629394531250000e+02,6.226199679076671600e-03,-4.168260842561721802e-03,-2.990624237060546875e+01,-8.223702430725097656e+00,-4.168260842561721802e-03,3.505266970023512840e-03,2.272365570068359375e+01,6.291114807128906250e+00,-2.990624237060546875e+01,2.272365570068359375e+01,7.079055000000000000e+05,2.919300292968750000e+03,-8.223702430725097656e+00,6.291114807128906250e+00,2.919300292968750000e+03,2.437164062500000000e+05
2.640480175614356995e-02,1.679653167724609375e+00,1.619585275650024414e+00,9.234429931640625000e+01,7.313568115234375000e+02,5.039034876972436905e-04,-1.586300641065463424e-05,1.250642389059066772e-01,1.148059129714965820e+00,-1.586300641065463424e-05,4.759177099913358688e-04,-2.486471086740493774e-01,-2.996432483196258545e-01,1.250642389059066772e-01,-2.486471086740493774e-01,2.066518066406250000e+03,5.572204589843750000e+02,1.148059129714965820e+00,-2.996432483196258545e-01,5.572204589843750000e+02,1.413283125000000000e+05
1.788114942610263824e-02,1.719673991203308105e+00,1.586273789405822754e+00,4.103574829101562500e+02,2.173101806640625000e+03,1.482637831941246986e-03,-7.560021476820111275e-04,8.475058078765869141e-01,-5.538616180419921875e+00,-7.560021476820111275e-04,1.048866892233490944e-03,-1.240719795227050781e+00,7.237515449523925781e-01,8.475058078765869141e-01,-1.240719795227050781e+00,3.837031640625000000e+04,8.940243164062500000e+03,-5.538616180419921875e+00,7.237515449523925781e-01,8.940243164062500000e+03,8.217842500000000000e+05
3.946442157030105591e-02,1.855885267257690430e+00,1.469659924507141113e+00,1.508625793457031250e+02,2.911671447753906250e+02,7.168756797909736633e-03,-4.666842520236968994e-03,-2.350746095180511475e-01,-3.471469879150390625e+00,-4.666842520236968994e-03,3.615702735260128975e-03,3.359574079513549805e-01,2.521276235580444336e+00,-2.350746095180511475e-01,3.359574079513549805e-01,5.018803710937500000e+03,4.837019042968750000e+03,-3.471469879150390625e+00,2.521276235580444336e+00,4.837019042968750000e+03,2.112227148437500000e+04
4.588272050023078918e-02,1.688594937324523926e+00,1.612107872962951660e+00,4.856461791992187500e+02,1.668677062988281250e+02,6.343116983771324158e-04,-1.355796121060848236e-04,1.117922067642211914e+00,1.947385370731353760e-01,-1.355796121060848236e-04,5.144723691046237946e-04,-4.752447307109832764e-01,-5.681482553482055664e-01,1.117922067642211914e+00,-4.752447307109832764e-01,4.575159375000000000e+04,2.627251708984375000e+03,1.947385370731353760e-01,-5.681482553482055664e-01,2.627251708984375000e+03,7.226215820312500000e+03
3.096023760735988617e-02,1.770045042037963867e+00,1.538501620292663574e+00,5.615837402343750000e+02,2.457470703125000000e+01,5.075208842754364014e-03,-3.782861167564988136e-03,-4.009745597839355469e+00,2.391021326184272766e-02,-3.782861167564988136e-03,3.600626718252897263e-03,3.885925531387329102e+00,-5.719760432839393616e-03,-4.009745597839355469e+00,3.885925531387329102e+00,9.971300000000000000e+04,1.774199829101562500e+02,2.391021326184272766e-02,-5.719760432839393616e-03,1.774199829101562500e+02,2.116950531005859375e+02
6.094233319163322449e-02,1.811776161193847656e+00,1.504137873649597168e+00,2.613713378906250000e+02,1.558255615234375000e+02,5.305662751197814941e-03,-3.629263490438461304e-03,2.026956796646118164e+00,-7.772722840309143066e-01,-3.629263490438461304e-03,3.121594432741403580e-03,-1.621409416198730469e+00,6.393976807594299316e-01,2.026956796646118164e+00,-1.621409416198730469e+00,1.569502539062500000e+04,3.564291503906250000e+03,-7.772722840309143066e-01,6.393976807594299316e-01,3.564291503906250000e+03,6.254047851562500000e+03
8.126182109117507935e-02,1.731935501098632812e+00,1.572282910346984863e+00,3.968402709960937500e+02,3.927791442871093750e+02,1.432617777027189732e-03,-8.636977290734648705e-04,5.541720986366271973e-01,1.200588885694742203e-02,-8.636977290734648705e-04,1.235468545928597450e-03,-1.109873503446578979e-01,1.405693292617797852e-01,5.541720986366271973e-01,-1.109873503446578979e-01,2.532664453125000000e+04,5.544649414062500000e+03,1.200588885694742203e-02,1.405693292617797852e-01,5.544649414062500000e+03,2.451678710937500000e+04
4.175496101379394531e-02,1.816700935363769531e+00,1.500730514526367188e+00,5.781224365234375000e+02,5.519653320312500000e+02,4.413713701069355011e-03,-2.823680872097611427e-03,-1.280377864837646484e+00,-8.482139587402343750e+00,-2.823680872097611427e-03,2.562924753874540329e-03,6.923990249633789062e-01,6.049910068511962891e+00,-1.280377864837646484e+00,6.923990249633789062e-01,4.431871484375000000e+04,1.315998828125000000e+04,-8.482139587402343750e+00,6.049910068511962891e+00,1.315998828125000000e+04,6.123518750000000000e+04
4.118235781788825989e-02,1.762946367263793945e+00,1.543341040611267090e+00,5.041095886230468750e+02,8.951318359375000000e+01,3.657001303508877754e-03,-2.603427506983280182e-03,3.318705320358276367e+00,8.552032709121704102e-01,-2.603427506983280182e-03,2.519512083381414413e-03,-2.950433254241943359e+00,-6.452862620353698730e-01,3.318705320358276367e+00,-2.950433254241943359e+00,4.567688671875000000e+04,2.808490722656250000e+03,8.552032709121704102e-01,-6.452862620353698730e-01,2.808490722656250000e+03,1.740028320312500000e+03
