amp,mu_0,mu_1,mu_2,mu_3,Sigma_0_0,Sigma_0_1,Sigma_0_2,Sigma_0_3,Sigma_1_0,Sigma_1_1,Sigma_1_2,Sigma_1_3,Sigma_2_0,Sigma_2_1,Sigma_2_2,Sigma_2_3,Sigma_3_0,Sigma_3_1,Sigma_3_2,Sigma_3_3
1.555247232317924500e-02,1.663658976554870605e+00,1.637020111083984375e+00,1.668367553710937500e+03,7.433945922851562500e+02,3.048825601581484079e-04,1.345882192254066467e-04,-2.159979820251464844e+00,1.209475517272949219e+00,1.345882192254066467e-04,2.756218018475919962e-04,-2.345319271087646484e+00,8.283827304840087891e-01,-2.159979820251464844e+00,-2.345319271087646484e+00,5.910395000000000000e+05,-4.383465625000000000e+04,1.209475517272949219e+00,8.283827304840087891e-01,-4.383465625000000000e+04,1.707247343750000000e+05
2.081933617591857910e-02,1.671313285827636719e+00,1.625208616256713867e+00,6.846141967773437500e+02,1.297585449218750000e+03,4.050724382977932692e-04,5.287552994559518993e-05,5.014146566390991211e-01,-9.223253726959228516e-01,5.287552994559518993e-05,3.221021033823490143e-04,-2.038560390472412109e+00,2.464573860168457031e+00,5.014146566390991211e-01,-2.038560390472412109e+00,1.020979375000000000e+05,-3.971381103515625000e+03,-9.223253726959228516e-01,2.464573860168457031e+00,-3.971381103515625000e+03,3.811655000000000000e+05
4.803479090332984924e-02,1.688005924224853516e+00,1.613734364509582520e+00,2.898724670410156250e+02,3.104146423339843750e+02,4.780769522767513990e-04,-7.580150122521445155e-05,-2.245542109012603760e-01,5.481631308794021606e-02,-7.580150122521445155e-05,5.174176185391843319e-04,4.030858725309371948e-02,-4.106150269508361816e-01,-2.245542109012603760e-01,4.030858725309371948e-02,1.791510351562500000e+04,5.502378906250000000e+03,5.481631308794021606e-02,-4.106150269508361816e-01,5.502378906250000000e+03,1.905955468750000000e+04
2.527924440801143646e-02,1.676280498504638672e+00,1.624825239181518555e+00,3.935451965332031250e+02,8.689080810546875000e+01,3.898312570527195930e-04,6.548541023221332580e-06,1.701849699020385742e-01,-5.274042487144470215e-02,6.548541023221332580e-06,4.550818994175642729e-04,2.169132232666015625e-01,-4.806638509035110474e-02,1.701849699020385742e-01,2.169132232666015625e-01,3.680017187500000000e+04,1.092534790039062500e+03,-5.274042487144470215e-02,-4.806638509035110474e-02,1.092534790039062500e+03,2.230452392578125000e+03
5.785217508673667908e-02,1.749385237693786621e+00,1.559919953346252441e+00,3.518896179199218750e+02,1.471937866210937500e+02,2.237929264083504677e-03,-1.481111394241452217e-03,1.727414727210998535e+00,1.111883074045181274e-01,-1.481111394241452217e-03,1.595981884747743607e-03,-1.572155475616455078e+00,-1.440009102225303650e-02,1.727414727210998535e+00,-1.572155475616455078e+00,2.421059765625000000e+04,-2.443272460937500000e+03,1.111883074045181274e-01,-1.440009102225303650e-02,-2.443272460937500000e+03,4.135983886718750000e+03
3.573780879378318787e-02,1.734178423881530762e+00,1.571428894996643066e+00,1.002987365722656250e+03,1.332102416992187500e+03,1.592946005985140800e-03,-1.075569540262222290e-03,-5.107845306396484375e+00,7.511491179466247559e-01,-1.075569540262222290e-03,1.458679558709263802e-03,3.151674985885620117e+00,-7.499313354492187500e-01,-5.107845306396484375e+00,3.151674985885620117e+00,1.711858906250000000e+05,-3.190207031250000000e+04,7.511491179466247559e-01,-7.499313354492187500e-01,-3.190207031250000000e+04,2.734135625000000000e+05
7.510341703891754150e-02,1.816232323646545410e+00,1.503108978271484375e+00,1.919199829101562500e+02,3.204432678222656250e+02,5.423310678452253342e-03,-3.737314604222774506e-03,3.305415213108062744e-01,-1.190580844879150391e+00,-3.737314604222774506e-03,3.180635627359151840e-03,-2.345938086509704590e-01,1.247718214988708496e+00,3.305415213108062744e-01,-2.345938086509704590e-01,6.041836425781250000e+03,-3.535882324218750000e+03,-1.190580844879150391e+00,1.247718214988708496e+00,-3.535882324218750000e+03,1.796742187500000000e+04
1.086076721549034119e-02,1.799756288528442383e+00,1.510835289955139160e+00,9.466228027343750000e+02,3.272969238281250000e+03,6.669385358691215515e-03,-4.892606288194656372e-03,-4.429464340209960938e+00,-9.587963104248046875e+00,-4.892606288194656372e-03,4.278934560716152191e-03,2.604296684265136719e+00,7.742455959320068359e+00,-4.429464340209960938e+00,2.604296684265136719e+00,2.731666250000000000e+05,-2.114325468750000000e+05,-9.587963104248046875e+00,7.742455959320068359e+00,-2.114325468750000000e+05,2.273919500000000000e+06
1.465889718383550644e-02,1.833268761634826660e+00,1.492735862731933594e+00,8.137927246093750000e+01,2.425493652343750000e+03,8.711592294275760651e-03,-5.628744605928659439e-03,1.076966285705566406e+00,-1.135684394836425781e+01,-5.628744605928659439e-03,4.287027288228273392e-03,-6.502740979194641113e-01,8.069797515869140625e+00,1.076966285705566406e+00,-6.502740979194641113e-01,2.551043945312500000e+03,-4.173904785156250000e+03,-1.135684394836425781e+01,8.069797515869140625e+00,-4.173904785156250000e+03,1.151878750000000000e+06
1.696911454200744629e-02,1.754567980766296387e+00,1.552796483039855957e+00,1.265256225585937500e+03,1.036690673828125000e+02,3.407179843634366989e-03,-2.441260498017072678e-03,-5.863538742065429688e+00,6.215262413024902344e-01,-2.441260498017072678e-03,2.480724127963185310e-03,3.284982681274414062e+00,-5.126624703407287598e-01,-5.863538742065429688e+00,3.284982681274414062e+00,3.329812187500000000e+05,-5.927714355468750000e+03,6.215262413024902344e-01,-5.126624703407287598e-01,-5.927714355468750000e+03,3.352023437500000000e+03
2.618568390607833862e-02,1.667717337608337402e+00,1.634698748588562012e+00,1.326986389160156250e+02,4.640204467773437500e+02,2.853737387340515852e-04,1.343774783890694380e-04,-1.656628251075744629e-01,-5.007192492485046387e-01,1.343774783890694380e-04,3.278285439591854811e-04,-2.158090919256210327e-01,-4.833300709724426270e-01,-1.656628251075744629e-01,-2.158090919256210327e-01,5.069511718750000000e+03,5.097727539062500000e+03,-5.007192492485046387e-01,-4.833300709724426270e-01,5.097727539062500000e+03,5.224150000000000000e+04
2.652934938669204712e-02,1.825576424598693848e+00,1.495820164680480957e+00,2.952630615234375000e+01,8.851740722656250000e+02,8.246296085417270660e-03,-5.788240116089582443e-03,1.698851585388183594e-01,-1.202209854125976562e+01,-5.788240116089582443e-03,4.675288219004869461e-03,-1.038586646318435669e-01,9.261266708374023438e+00,1.698851585388183594e-01,-1.038586646318435669e-01,2.222750091552734375e+02,-1.683780639648437500e+03,-1.202209854125976562e+01,9.261266708374023438e+00,-1.683780639648437500e+03,2.037618750000000000e+05
6.188484653830528259e-02,1.785447716712951660e+00,1.528228998184204102e+00,5.058020629882812500e+02,4.503990478515625000e+02,4.392289556562900543e-03,-3.172219265252351761e-03,-2.380316734313964844e+00,-6.646638870239257812e+00,-3.172219265252351761e-03,3.008558182045817375e-03,2.051359176635742188e+00,5.518870830535888672e+00,-2.380316734313964844e+00,2.051359176635742188e+00,3.466039843750000000e+04,-4.625339843750000000e+03,-6.646638870239257812e+00,5.518870830535888672e+00,-4.625339843750000000e+03,4.180951953125000000e+04
1.926367916166782379e-02,1.796615958213806152e+00,1.522392988204956055e+00,9.546478271484375000e+00,5.098946228027343750e+02,7.163658738136291504e-03,-5.273680202662944794e-03,2.088335901498794556e-02,-4.040620803833007812e+00,-5.273680202662944794e-03,4.577603656798601151e-03,-2.035446465015411377e-02,3.722550868988037109e+00,2.088335901498794556e-02,-2.035446465015411377e-02,3.524042892456054688e+01,-1.810676879882812500e+02,-4.040620803833007812e+00,3.722550868988037109e+00,-1.810676879882812500e+02,7.232724218750000000e+04
5.252793803811073303e-02,1.713576197624206543e+00,1.591610074043273926e+00,6.308876953125000000e+02,2.381637573242187500e+02,1.101888599805533886e-03,-5.982454167678952217e-04,-2.319777965545654297e+00,6.286647319793701172e-01,-5.982454167678952217e-04,1.019391813315451145e-03,2.387218236923217773e+00,-7.041811943054199219e-01,-2.319777965545654297e+00,2.387218236923217773e+00,6.488974609375000000e+04,-1.038925195312500000e+04,6.286647319793701172e-01,-7.041811943054199219e-01,-1.038925195312500000e+04,1.234653613281250000e+04
5.600208044052124023e-02,1.735971570014953613e+00,1.572217106819152832e+00,2.469953308105468750e+02,6.581653442382812500e+02,1.785025000572204590e-03,-1.194055425003170967e-03,-8.199312686920166016e-01,-3.049455165863037109e+00,-1.194055425003170967e-03,1.526749809272587299e-03,5.963790416717529297e-01,2.747837543487548828e+00,-8.199312686920166016e-01,5.963790416717529297e-01,9.341191406250000000e+03,-5.207804565429687500e+02,-3.049455165863037109e+00,2.747837543487548828e+00,-5.207804565429687500e+02,6.621305468750000000e+04
3.684150800108909607e-02,1.842891812324523926e+00,1.485200762748718262e+00,9.128463745117187500e+01,1.759282836914062500e+02,7.968226447701454163e-03,-5.290003493428230286e-03,-6.408351063728332520e-01,-2.711379230022430420e-01,-5.290003493428230286e-03,4.132742993533611298e-03,5.894007086753845215e-01,6.220870614051818848e-01,-6.408351063728332520e-01,5.894007086753845215e-01,2.044477050781250000e+03,1.164830589294433594e+01,-2.711379230022430420e-01,6.220870614051818848e-01,1.164830589294433594e+01,7.093609863281250000e+03
3.134692460298538208e-02,1.809454083442687988e+00,1.505953550338745117e+00,1.279998291015625000e+03,6.457437744140625000e+02,5.497974809259176254e-03,-3.703800728544592857e-03,-1.495288658142089844e+01,-5.986562252044677734e+00,-3.703800728544592857e-03,3.091951366513967514e-03,1.039179611206054688e+01,4.028526306152343750e+00,-1.495288658142089844e+01,1.039179611206054688e+01,2.562996250000000000e+05,7.070728515625000000e+03,-5.986562252044677734e+00,4.028526306152343750e+00,7.070728515625000000e+03,1.066371796875000000e+05
2.711302228271961212e-02,1.734927892684936523e+00,1.570733547210693359e+00,4.841020812988281250e+02,2.478485107421875000e+01,2.601598156616091728e-03,-1.820852281525731087e-03,-1.070243597030639648e+00,2.752624638378620148e-02,-1.820852281525731087e-03,1.913283718749880791e-03,1.210714101791381836e+00,3.235184820368885994e-03,-1.070243597030639648e+00,1.210714101791381836e+00,6.680010937500000000e+04,5.686621704101562500e+02,2.752624638378620148e-02,3.235184820368885994e-03,5.686621704101562500e+02,2.405884552001953125e+02
4.558354988694190979e-02,1.836344957351684570e+00,1.488595128059387207e+00,2.975716857910156250e+02,8.596181030273437500e+02,6.291272118687629700e-03,-4.220640752464532852e-03,-3.112119197845458984e+00,-8.027369499206542969e+00,-4.220640752464532852e-03,3.512786002829670906e-03,2.473422527313232422e+00,5.128193378448486328e+00,-3.112119197845458984e+00,2.473422527313232422e+00,1.430997656250000000e+04,-5.930463378906250000e+03,-8.027369499206542969e+00,5.128193378448486328e+00,-5.930463378906250000e+03,1.230681796875000000e+05
