amp,mu_0,mu_1,mu_2,mu_3,Sigma_0_0,Sigma_0_1,Sigma_0_2,Sigma_0_3,Sigma_1_0,Sigma_1_1,Sigma_1_2,Sigma_1_3,Sigma_2_0,Sigma_2_1,Sigma_2_2,Sigma_2_3,Sigma_3_0,Sigma_3_1,Sigma_3_2,Sigma_3_3
3.279980644583702087e-02,1.824065685272216797e+00,1.500850677490234375e+00,2.853656616210937500e+02,2.905397216796875000e+03,9.711788035929203033e-03,-7.129128091037273407e-03,1.286427617073059082e+00,1.045529460906982422e+01,-7.129128091037273407e-03,5.902339704334735870e-03,-1.163735151290893555e+00,-3.959073066711425781e+00,1.286427617073059082e+00,-1.163735151290893555e+00,2.181644531250000000e+04,2.940179687500000000e+04,1.045529460906982422e+01,-3.959073066711425781e+00,2.940179687500000000e+04,1.452251875000000000e+06
4.104015976190567017e-02,1.918315768241882324e+00,1.434511542320251465e+00,5.068414306640625000e+01,8.489351806640625000e+02,1.850907504558563232e-02,-1.264883857220411301e-02,5.496615916490554810e-02,6.504316806793212891e+00,-1.264883857220411301e-02,9.200269356369972229e-03,-4.425158351659774780e-02,-5.015025138854980469e+00,5.496615916490554810e-02,-4.425158351659774780e-02,1.044894897460937500e+03,-4.526387329101562500e+02,6.504316806793212891e+00,-5.015025138854980469e+00,-4.526387329101562500e+02,2.129160468750000000e+05
2.173979021608829498e-02,1.677785158157348633e+00,1.626378774642944336e+00,1.654848632812500000e+03,1.291901123046875000e+03,4.711428482551127672e-04,-6.483112520072609186e-05,-7.766013145446777344e-01,1.564100980758666992e+00,-6.483112520072609186e-05,4.735352122224867344e-04,-1.086825489997863770e+00,-7.559541463851928711e-01,-7.766013145446777344e-01,-1.086825489997863770e+00,1.078517250000000000e+06,-2.445197500000000000e+05,1.564100980758666992e+00,-7.559541463851928711e-01,-2.445197500000000000e+05,5.883455000000000000e+05
2.973690442740917206e-02,1.790066719055175781e+00,1.526943802833557129e+00,5.798143920898437500e+02,8.107910156250000000e+01,8.002432994544506073e-03,-6.153853610157966614e-03,-6.097215652465820312e+00,-2.553056180477142334e-01,-6.153853610157966614e-03,5.388137884438037872e-03,4.250326156616210938e+00,2.627304196357727051e-01,-6.097215652465820312e+00,4.250326156616210938e+00,1.068094687500000000e+05,2.529638977050781250e+02,-2.553056180477142334e-01,2.627304196357727051e-01,2.529638977050781250e+02,2.663825195312500000e+03
3.841622546315193176e-02,1.701200246810913086e+00,1.603370428085327148e+00,4.551694335937500000e+02,3.880321044921875000e+02,1.189094036817550659e-03,-7.767199422232806683e-04,9.286894798278808594e-01,9.573249816894531250e-01,-7.767199422232806683e-04,1.120572909712791443e-03,-1.980429649353027344e+00,-1.158035278320312500e+00,9.286894798278808594e-01,-1.980429649353027344e+00,8.095573437500000000e+04,6.874563964843750000e+03,9.573249816894531250e-01,-1.158035278320312500e+00,6.874563964843750000e+03,5.087801562500000000e+04
3.532435745000839233e-02,2.063049793243408203e+00,1.334669232368469238e+00,6.113327026367187500e+02,2.803020507812500000e+03,1.503473240882158279e-02,-8.454471826553344727e-03,-7.149935364723205566e-01,-4.245309352874755859e+00,-8.454471826553344727e-03,5.280389450490474701e-03,-6.255143284797668457e-01,1.079149341583251953e+01,-7.149935364723205566e-01,-6.255143284797668457e-01,6.009751562500000000e+04,-4.906507031250000000e+04,-4.245309352874755859e+00,1.079149341583251953e+01,-4.906507031250000000e+04,1.256633875000000000e+06
2.470766380429267883e-02,1.799912452697753906e+00,1.516253590583801270e+00,1.631020629882812500e+03,2.347509765625000000e+02,6.924925837665796280e-03,-5.105283111333847046e-03,1.921006441116333008e+00,-1.079977989196777344e+00,-5.105283111333847046e-03,4.402630962431430817e-03,1.073931813240051270e+00,7.312959432601928711e-01,1.921006441116333008e+00,1.073931813240051270e+00,6.124811250000000000e+05,-2.190377343750000000e+04,-1.079977989196777344e+00,7.312959432601928711e-01,-2.190377343750000000e+04,1.786857031250000000e+04
4.078763723373413086e-02,2.458181858062744141e+00,1.150260925292968750e+00,5.359906005859375000e+01,3.789172119140625000e+03,2.630168572068214417e-02,-9.724439121782779694e-03,-3.820917010307312012e-01,-4.529478073120117188e+01,-9.724439121782779694e-03,3.931059502065181732e-03,1.828254461288452148e-01,1.712599182128906250e+01,-3.820917010307312012e-01,1.828254461288452148e-01,1.028947143554687500e+03,-1.454121875000000000e+04,-4.529478073120117188e+01,1.712599182128906250e+01,-1.454121875000000000e+04,4.030658250000000000e+06
1.146863494068384171e-02,2.426787376403808594e+00,1.162994027137756348e+00,1.589828369140625000e+03,5.607464355468750000e+03,2.501736767590045929e-02,-9.806562215089797974e-03,-2.469246292114257812e+01,-9.192449569702148438e+00,-9.806562215089797974e-03,4.241342656314373016e-03,9.611034393310546875e+00,6.627660274505615234e+00,-2.469246292114257812e+01,9.611034393310546875e+00,4.964594062500000000e+05,-4.614880625000000000e+05,-9.192449569702148438e+00,6.627660274505615234e+00,-4.614880625000000000e+05,7.019573000000000000e+06
6.491607427597045898e-02,1.843902111053466797e+00,1.485014557838439941e+00,2.491642761230468750e+02,6.933428955078125000e+02,1.098668668419122696e-02,-7.994125597178936005e-03,1.797499656677246094e+00,1.200361967086791992e+00,-7.994125597178936005e-03,6.388224195688962936e-03,-1.406653881072998047e+00,-6.257722377777099609e-01,1.797499656677246094e+00,-1.406653881072998047e+00,1.689831640625000000e+04,1.104879687500000000e+04,1.200361967086791992e+00,-6.257722377777099609e-01,1.104879687500000000e+04,1.191465468750000000e+05
