amp,mu_0,mu_1,mu_2,mu_3,Sigma_0_0,Sigma_0_1,Sigma_0_2,Sigma_0_3,Sigma_1_0,Sigma_1_1,Sigma_1_2,Sigma_1_3,Sigma_2_0,Sigma_2_1,Sigma_2_2,Sigma_2_3,Sigma_3_0,Sigma_3_1,Sigma_3_2,Sigma_3_3
5.974208563566207886e-02,1.730659842491149902e+00,1.578565239906311035e+00,3.741693115234375000e+02,1.812566528320312500e+02,1.595847890712320805e-03,-9.943479672074317932e-04,2.778150558471679688e+00,-4.901850223541259766e-01,-9.943479672074317932e-04,1.306821941398084164e-03,-2.271583080291748047e+00,3.448883295059204102e-01,2.778150558471679688e+00,-2.271583080291748047e+00,2.612178125000000000e+04,-2.862791015625000000e+03,-4.901850223541259766e-01,3.448883295059204102e-01,-2.862791015625000000e+03,6.305757812500000000e+03
2.842143177986145020e-02,1.700734496116638184e+00,1.601282238960266113e+00,7.545871582031250000e+02,1.575144165039062500e+03,7.266746251843869686e-04,-2.156426780857145786e-04,1.431819200515747070e+00,-4.161806106567382812e+00,-2.156426780857145786e-04,6.382324500009417534e-04,-1.530446052551269531e+00,2.022324085235595703e+00,1.431819200515747070e+00,-1.530446052551269531e+00,1.035227656250000000e+05,-5.532456250000000000e+04,-4.161806106567382812e+00,2.022324085235595703e+00,-5.532456250000000000e+04,3.973704375000000000e+05
1.878846809267997742e-02,1.657983779907226562e+00,1.648848891258239746e+00,3.568114624023437500e+02,2.649179382324218750e+02,2.488405734766274691e-04,2.315973833901807666e-04,6.882527470588684082e-02,1.691556870937347412e-01,2.315973833901807666e-04,2.455276844557374716e-04,6.352306902408599854e-02,1.584460288286209106e-01,6.882527470588684082e-02,6.352306902408599854e-02,4.407294531250000000e+04,6.863479614257812500e+02,1.691556870937347412e-01,1.584460288286209106e-01,6.863479614257812500e+02,2.413141992187500000e+04
3.656238317489624023e-02,1.833992123603820801e+00,1.488653898239135742e+00,4.883050842285156250e+02,1.974332519531250000e+03,6.132831331342458725e-03,-4.099369980394840240e-03,-8.485205769538879395e-01,-1.889425992965698242e+00,-4.099369980394840240e-03,3.369244746863842010e-03,6.005263328552246094e-01,1.407011389732360840e+00,-8.485205769538879395e-01,6.005263328552246094e-01,5.187772656250000000e+04,-1.530253613281250000e+04,-1.889425992965698242e+00,1.407011389732360840e+00,-1.530253613281250000e+04,6.171873750000000000e+05
1.949620805680751801e-02,1.673838853836059570e+00,1.628228902816772461e+00,1.434891601562500000e+03,8.172224121093750000e+02,3.848222550004720688e-04,6.012326048221439123e-05,-2.319004297256469727e+00,6.000980138778686523e-01,6.012326048221439123e-05,3.697527281474322081e-04,1.875944614410400391e+00,3.146419674158096313e-02,-2.319004297256469727e+00,1.875944614410400391e+00,4.353009375000000000e+05,-5.320905468750000000e+04,6.000980138778686523e-01,3.146419674158096313e-02,-5.320905468750000000e+04,1.580489375000000000e+05
1.034922152757644653e-02,1.715955257415771484e+00,1.591363072395324707e+00,2.427311035156250000e+03,1.532550292968750000e+03,1.830437337048351765e-03,-1.198976766318082809e-03,-1.023776292800903320e+00,-8.414035797119140625e+00,-1.198976766318082809e-03,1.473729149438440800e-03,3.476128101348876953e+00,5.656116485595703125e+00,-1.023776292800903320e+00,3.476128101348876953e+00,8.728819375000000000e+05,-5.077447812500000000e+05,-8.414035797119140625e+00,5.656116485595703125e+00,-5.077447812500000000e+05,7.487650625000000000e+05
2.132170833647251129e-02,1.716671466827392578e+00,1.591664075851440430e+00,2.398221893310546875e+02,2.020319091796875000e+03,1.455823658034205437e-03,-8.363475790247321129e-04,1.443703889846801758e+00,-3.292762279510498047e+00,-8.363475790247321129e-04,1.000986201688647270e-03,-1.294960498809814453e+00,1.399685502052307129e+00,1.443703889846801758e+00,-1.294960498809814453e+00,1.782540234375000000e+04,-2.718093750000000000e+04,-3.292762279510498047e+00,1.399685502052307129e+00,-2.718093750000000000e+04,6.219381875000000000e+05
1.623412594199180603e-02,1.661343336105346680e+00,1.642334938049316406e+00,7.032306518554687500e+02,1.326742675781250000e+03,2.727287064772099257e-04,1.997985091293230653e-04,-3.299419879913330078e-01,-1.131030678749084473e+00,1.997985091293230653e-04,2.441276883473619819e-04,-2.656645774841308594e-01,-1.661255717277526855e+00,-3.299419879913330078e-01,-2.656645774841308594e-01,1.570802968750000000e+05,-5.049540234375000000e+04,-1.131030678749084473e+00,-1.661255717277526855e+00,-5.049540234375000000e+04,4.248610625000000000e+05
4.959540814161300659e-02,1.789511203765869141e+00,1.524050116539001465e+00,2.584665222167968750e+02,8.432122802734375000e+01,4.485454875975847244e-03,-3.157191444188356400e-03,1.136682391166687012e+00,-2.071756422519683838e-01,-3.157191444188356400e-03,2.879601903259754181e-03,-1.120416879653930664e+00,1.642426997423171997e-01,1.136682391166687012e+00,-1.120416879653930664e+00,1.689093359375000000e+04,5.526046142578125000e+02,-2.071756422519683838e-01,1.642426997423171997e-01,5.526046142578125000e+02,1.740321777343750000e+03
1.676878333091735840e-02,1.827705025672912598e+00,1.490738153457641602e+00,9.958883666992187500e+01,2.648204589843750000e+03,6.827855948358774185e-03,-4.545545205473899841e-03,5.233999490737915039e-01,-7.006702423095703125e+00,-4.545545205473899841e-03,3.632458625361323357e-03,-4.426805675029754639e-01,3.086637020111083984e+00,5.233999490737915039e-01,-4.426805675029754639e-01,4.275608886718750000e+03,-1.256904907226562500e+03,-7.006702423095703125e+00,3.086637020111083984e+00,-1.256904907226562500e+03,1.370546125000000000e+06
