amp,mu_0,mu_1,mu_2,mu_3,Sigma_0_0,Sigma_0_1,Sigma_0_2,Sigma_0_3,Sigma_1_0,Sigma_1_1,Sigma_1_2,Sigma_1_3,Sigma_2_0,Sigma_2_1,Sigma_2_2,Sigma_2_3,Sigma_3_0,Sigma_3_1,Sigma_3_2,Sigma_3_3
5.495588481426239014e-02,1.823613882064819336e+00,1.503763198852539062e+00,3.084155273437500000e+02,7.630493774414062500e+02,5.504349246621131897e-03,-4.052909556776285172e-03,-2.381086826324462891e+00,-1.997988462448120117e+00,-4.052909556776285172e-03,3.527452470734715462e-03,2.036833047866821289e+00,1.670564651489257812e+00,-2.381086826324462891e+00,2.036833047866821289e+00,1.717969335937500000e+04,1.498577343750000000e+04,-1.997988462448120117e+00,1.670564651489257812e+00,1.498577343750000000e+04,6.220137109375000000e+04
4.130567610263824463e-02,1.759609460830688477e+00,1.552251935005187988e+00,2.355179290771484375e+02,9.499014892578125000e+02,1.698541687801480293e-03,-1.280150259844958782e-03,-5.937077999114990234e-01,7.363753318786621094e+00,-1.280150259844958782e-03,1.591931912116706371e-03,8.736350536346435547e-01,-6.004055023193359375e+00,-5.937077999114990234e-01,8.736350536346435547e-01,9.425054687500000000e+03,-2.000957763671875000e+03,7.363753318786621094e+00,-6.004055023193359375e+00,-2.000957763671875000e+03,1.564325468750000000e+05
1.070096041075885296e-03,1.800015091896057129e+00,1.516317129135131836e+00,1.755379150390625000e+03,1.343595886230468750e+02,6.801952258683741093e-05,7.714588718954473734e-05,1.653587222099304199e-01,-3.441261649131774902e-01,7.714588718954473734e-05,2.897627127822488546e-04,3.523557186126708984e-01,-5.731362104415893555e-02,1.653587222099304199e-01,3.523557186126708984e-01,1.045435234375000000e+05,-1.643631835937500000e+03,-3.441261649131774902e-01,-5.731362104415893555e-02,-1.643631835937500000e+03,6.650887695312500000e+03
1.482368912547826767e-02,1.834841132164001465e+00,1.498108863830566406e+00,9.481342773437500000e+02,1.232600952148437500e+03,5.183300934731960297e-03,-3.082595532760024071e-03,-6.923069953918457031e+00,6.166955947875976562e+00,-3.082595532760024071e-03,2.205193275585770607e-03,2.819073200225830078e+00,-3.850997924804687500e+00,-6.923069953918457031e+00,2.819073200225830078e+00,1.675161250000000000e+05,4.661932617187500000e+03,6.166955947875976562e+00,-3.850997924804687500e+00,4.661932617187500000e+03,2.064609062500000000e+05
4.678707569837570190e-02,1.818868875503540039e+00,1.502994894981384277e+00,3.278289794921875000e+02,8.636871337890625000e+01,2.973105059936642647e-03,-2.021310385316610336e-03,-1.422503113746643066e+00,-6.742287874221801758e-01,-2.021310385316610336e-03,1.947272103279829025e-03,1.207065820693969727e+00,4.305586218833923340e-01,-1.422503113746643066e+00,1.207065820693969727e+00,2.318287304687500000e+04,6.221461791992187500e+02,-6.742287874221801758e-01,4.305586218833923340e-01,6.221461791992187500e+02,2.175995361328125000e+03
6.810671091079711914e-02,1.749980092048645020e+00,1.562575578689575195e+00,2.907825012207031250e+02,2.216467285156250000e+02,1.717381877824664116e-03,-1.410022610798478127e-03,1.580390572547912598e+00,1.097509860992431641e-01,-1.410022610798478127e-03,1.804506871849298477e-03,-1.242729544639587402e+00,-6.214881539344787598e-01,1.580390572547912598e+00,-1.242729544639587402e+00,1.609827343750000000e+04,5.242676757812500000e+03,1.097509860992431641e-01,-6.214881539344787598e-01,5.242676757812500000e+03,8.955257812500000000e+03
4.986997693777084351e-02,1.846058726310729980e+00,1.483894705772399902e+00,1.175842285156250000e+02,9.094643554687500000e+02,6.365443579852581024e-03,-4.234570078551769257e-03,-1.846081465482711792e-01,-4.426742076873779297e+00,-4.234570078551769257e-03,3.355928929522633553e-03,2.184886187314987183e-01,2.039074182510375977e+00,-1.846081465482711792e-01,2.184886187314987183e-01,3.346903564453125000e+03,-8.881960937500000000e+03,-4.426742076873779297e+00,2.039074182510375977e+00,-8.881960937500000000e+03,1.586042656250000000e+05
5.120813846588134766e-02,1.739069938659667969e+00,1.573484778404235840e+00,8.130984497070312500e+01,6.451731567382812500e+02,1.981748035177588463e-03,-1.289866631850600243e-03,8.501768112182617188e-01,-1.175285220146179199e+00,-1.289866631850600243e-03,1.376709900796413422e-03,-7.889331579208374023e-01,1.724149942398071289e+00,8.501768112182617188e-01,-7.889331579208374023e-01,1.529030273437500000e+03,-1.933851196289062500e+03,-1.175285220146179199e+00,1.724149942398071289e+00,-1.933851196289062500e+03,9.162259375000000000e+04
3.380042314529418945e-02,1.735708355903625488e+00,1.569362163543701172e+00,5.197575073242187500e+02,3.432516479492187500e+01,2.219329122453927994e-03,-1.726012909784913063e-03,-1.668800830841064453e+00,-8.432736247777938843e-02,-1.726012909784913063e-03,1.997965155169367790e-03,1.974709033966064453e+00,8.768778294324874878e-02,-1.668800830841064453e+00,1.974709033966064453e+00,7.826565625000000000e+04,1.922819213867187500e+02,-8.432736247777938843e-02,8.768778294324874878e-02,1.922819213867187500e+02,4.168092651367187500e+02
7.079121191054582596e-03,1.885328292846679688e+00,1.452950119972229004e+00,1.334847412109375000e+03,3.695964965820312500e+02,1.911033876240253448e-03,-1.434825826436281204e-03,-1.029561233520507812e+01,2.506694793701171875e+00,-1.434825826436281204e-03,1.738666673190891743e-03,7.127431392669677734e+00,-1.726582765579223633e+00,-1.029561233520507812e+01,7.127431392669677734e+00,2.474523750000000000e+05,-3.214953125000000000e+04,2.506694793701171875e+00,-1.726582765579223633e+00,-3.214953125000000000e+04,3.774251171875000000e+04
